iter	Logloss
824	0.3442322881
825	0.3440174761
826	0.343902955
827	0.3437861531
828	0.3436316396
829	0.3434505051
830	0.3433351293
831	0.3432435032
832	0.3431470579
833	0.3430078421
834	0.3428246788
835	0.3426837121
836	0.3425583147
837	0.342415227
838	0.3422858389
839	0.3421650294
840	0.3420569221
841	0.3418885597
842	0.3417251405
843	0.3416320183
844	0.3415308828
845	0.3413465672
846	0.3411813196
847	0.3410690441
848	0.3409263669
849	0.3407287016
850	0.3405582576
851	0.3404402488
852	0.3403290234
853	0.3402085608
854	0.3400848264
855	0.3399661904
856	0.3398040276
857	0.3396582585
858	0.339587329
859	0.3394632576
860	0.3394047257
861	0.3393070535
862	0.3392131849
863	0.3391107481
864	0.3389880185
865	0.3388651666
866	0.338758013
867	0.3386026301
868	0.3384416832
869	0.3383608049
870	0.3382753428
871	0.3381272212
872	0.3380258482
873	0.337924558
874	0.3378176316
875	0.3377397374
876	0.3376287864
877	0.3375042012
878	0.3373942127
879	0.3372823409
880	0.3371789884
881	0.3370893643
882	0.3369817159
883	0.336821554
884	0.3367172362
885	0.3365923344
886	0.3364873119
887	0.3363751684
888	0.336260872
889	0.3361396296
890	0.3359966853
891	0.3358765477
892	0.3357275857
893	0.3356577202
894	0.3355520545
895	0.3354455808
896	0.335328018
897	0.3352183106
898	0.3351382304
899	0.3350473757
900	0.3349524922
901	0.3348468288
902	0.3347451179
903	0.3346568118
904	0.3345803735
905	0.3344194751
906	0.3342822071
907	0.3341771682
908	0.3340398556
909	0.3339324159
910	0.3338092645
911	0.3336524768
912	0.3335334275
913	0.3334125726
914	0.3332828356
915	0.3331798614
916	0.3330640741
917	0.3329246568
918	0.332821035
919	0.3326736838
920	0.3325760755
921	0.3324298102
922	0.3322819108
923	0.3321415006
924	0.3320579906
925	0.3319117732
926	0.3318216046
927	0.3317120813
928	0.3315990154
929	0.3315037006
930	0.3313368625
931	0.3312400268
932	0.3311562346
933	0.3310910327
934	0.3310113816
935	0.3309364484
936	0.3307828535
937	0.3307108954
938	0.33062845
939	0.330557658
940	0.3304377067
941	0.3303495192
942	0.3302416215
943	0.3301641901
944	0.3300422375
945	0.3299303421
946	0.3297571018
947	0.3296832904
948	0.3295636917
949	0.3294747102
950	0.3293779258
951	0.3293209509
952	0.3292410964
953	0.329128211
954	0.329008639
955	0.3289167866
956	0.3288004899
957	0.3286558847
958	0.3285615355
959	0.3284639074
960	0.32838827
961	0.328308964
962	0.3281683749
963	0.3280914703
964	0.3280061858
965	0.3279147333
966	0.3277250469
967	0.3276064816
968	0.3275020914
969	0.3274263906
970	0.3273056985
971	0.327198182
972	0.3270965462
973	0.3269991318
974	0.3268633225
975	0.3267095428
976	0.3266352575
977	0.3265605511
978	0.3264559375
979	0.3263434519
980	0.3262571198
981	0.3261144142
982	0.3260105231
983	0.325888873
984	0.3258230474
985	0.3257148338
986	0.3255895515
987	0.3254579212
988	0.3253718093
989	0.3252654293
990	0.3251956112
991	0.325111973
992	0.3249450851
993	0.3248096053
994	0.3247443172
995	0.3246331379
996	0.3245272524
997	0.3244811279
998	0.3244100106
999	0.324339898
